timestamp,step,entity_id,drift_detected,drift_score,detector,retrain_triggered,retrain_reason
2012-11-02 11:00:00,5,i94_westbound,True,0.558517309049842,residual,False,not_scheduled
2012-11-03 11:00:00,6,i94_westbound,True,1.1411693819227047,residual,False,not_scheduled
2012-11-04 10:00:00,7,i94_westbound,True,1.0120189298051006,residual,False,not_scheduled
2013-04-30 04:00:00,204,i94_westbound,True,0.5166282339676734,residual,False,not_scheduled
2013-05-08 09:00:00,214,i94_westbound,True,0.6404343055967777,residual,False,not_scheduled
2013-05-12 20:00:00,219,i94_westbound,True,0.5090351114204676,residual,False,not_scheduled
2013-07-23 02:00:00,298,i94_westbound,True,0.502762654812166,residual,False,not_scheduled
2013-08-15 03:00:00,321,i94_westbound,True,0.5626973442585346,residual,False,not_scheduled
2014-01-13 06:00:00,446,i94_westbound,True,0.6068304974635784,residual,False,not_scheduled
2014-01-14 02:00:00,447,i94_westbound,True,0.5113671929705322,residual,False,not_scheduled
2014-01-24 03:00:00,458,i94_westbound,True,0.50741521522824,residual,False,not_scheduled
2014-05-06 12:00:00,556,i94_westbound,True,0.5215614052563836,residual,False,not_scheduled
2014-05-07 12:00:00,557,i94_westbound,True,0.7168328974162698,residual,False,not_scheduled
2014-07-17 19:00:00,619,i94_westbound,True,0.5786302517534331,residual,False,not_scheduled
2014-07-18 19:00:00,620,i94_westbound,True,1.2460404652327433,residual,True,fixed_schedule_every_10_steps
2014-07-23 19:00:00,625,i94_westbound,True,0.6075582652250704,residual,False,not_scheduled
2014-07-25 10:00:00,626,i94_westbound,True,1.4107448291521978,residual,False,not_scheduled
2014-08-04 12:00:00,632,i94_westbound,True,0.7772298500152589,residual,False,not_scheduled
2014-08-05 10:00:00,633,i94_westbound,True,1.5569990110963023,residual,False,not_scheduled
2015-06-27 20:00:00,639,i94_westbound,True,0.5656455106123537,residual,False,not_scheduled
2015-06-29 06:00:00,641,i94_westbound,True,0.5733513512499152,residual,False,not_scheduled
2015-06-29 21:00:00,642,i94_westbound,True,2.6284912513897414,residual,False,not_scheduled
2015-07-03 20:00:00,646,i94_westbound,True,0.8030801020478531,residual,False,not_scheduled
2015-07-06 10:00:00,650,i94_westbound,True,0.5095206292816443,residual,True,fixed_schedule_every_10_steps
2015-07-09 11:00:00,654,i94_westbound,True,0.5601952736360277,residual,False,not_scheduled
2015-08-08 10:00:00,687,i94_westbound,True,0.5210862678610075,residual,False,not_scheduled
2015-08-10 01:00:00,689,i94_westbound,True,0.5009007755492827,residual,False,not_scheduled
2015-11-12 04:00:00,780,i94_westbound,True,0.5316172636109402,residual,True,fixed_schedule_every_10_steps
2016-01-21 01:00:00,834,i94_westbound,True,0.5099288899530023,residual,False,not_scheduled
2016-02-19 09:00:00,861,i94_westbound,True,0.51589217192202,residual,False,not_scheduled
2016-02-20 19:00:00,862,i94_westbound,True,0.6117256718846842,residual,False,not_scheduled
2016-07-07 03:00:00,1001,i94_westbound,True,0.5017025787199801,residual,False,not_scheduled
2016-07-07 23:00:00,1002,i94_westbound,True,0.7600021855978752,residual,False,not_scheduled
2016-08-21 09:00:00,1049,i94_westbound,True,0.5611786706570228,residual,False,not_scheduled
2016-10-02 15:00:00,1097,i94_westbound,True,0.5015523810788036,residual,False,not_scheduled
2016-10-04 15:00:00,1099,i94_westbound,True,0.515299860673597,residual,False,not_scheduled
2016-10-14 18:00:00,1109,i94_westbound,True,0.5091906279468681,residual,False,not_scheduled
2016-12-20 11:00:00,1191,i94_westbound,True,0.5262379414516002,residual,False,not_scheduled
2016-12-26 14:00:00,1200,i94_westbound,True,0.5513222575283566,residual,True,fixed_schedule_every_10_steps
2016-12-27 14:00:00,1201,i94_westbound,True,0.5261484088208879,residual,False,not_scheduled
2016-12-28 14:00:00,1202,i94_westbound,True,0.5417176667716932,residual,False,not_scheduled
2016-12-29 14:00:00,1203,i94_westbound,True,1.4965964937589988,residual,False,not_scheduled
2017-01-01 14:00:00,1206,i94_westbound,True,0.6828864103129372,residual,False,not_scheduled
2017-01-02 13:00:00,1207,i94_westbound,True,0.5764603662628976,residual,False,not_scheduled
2017-01-03 13:00:00,1209,i94_westbound,True,0.5028317079555097,residual,False,not_scheduled
2017-01-21 04:00:00,1233,i94_westbound,True,0.5332722866137602,residual,False,not_scheduled
2017-02-12 01:00:00,1260,i94_westbound,True,0.5102131779004143,residual,True,fixed_schedule_every_10_steps
2017-04-27 08:00:00,1350,i94_westbound,True,0.5420156818069696,residual,True,fixed_schedule_every_10_steps
2017-04-28 07:00:00,1351,i94_westbound,True,0.7492143631344463,residual,False,not_scheduled
2017-05-01 14:00:00,1356,i94_westbound,True,0.5236571348522204,residual,False,not_scheduled
2017-10-29 02:00:00,1572,i94_westbound,True,0.5251101833737228,residual,False,not_scheduled
