step,timestamp,drift_detected,drift_score,error,reason,total_retrains
7,2016-08-07 02:00:00,True,0.5094444444444445,191.22614076046358,drift_detected_consecutive_1_threshold_0.509,0
11,2016-08-11 02:00:00,True,0.5555555555555556,147.1610987361151,drift_detected_consecutive_1_threshold_0.556,1
15,2016-08-15 02:00:00,True,0.5555555555555556,78.4862626108757,drift_detected_consecutive_1_threshold_0.556,2
19,2016-08-19 02:00:00,True,0.5555555555555556,82.74681496992602,drift_detected_consecutive_1_threshold_0.556,3
23,2016-08-23 02:00:00,True,0.5569444444444445,57.39153592300448,drift_detected_consecutive_1_threshold_0.557,4
27,2016-08-27 02:00:00,True,0.5569444444444445,53.43013598668402,drift_detected_consecutive_1_threshold_0.557,5
31,2016-08-31 02:00:00,True,0.62,65.77940828525679,drift_detected_consecutive_1_threshold_0.620,6
35,2016-09-04 02:00:00,True,0.67,38.25641371271841,drift_detected_consecutive_1_threshold_0.670,7
39,2016-09-08 02:00:00,True,0.5555555555555556,28.03097897461738,drift_detected_consecutive_1_threshold_0.556,8
43,2016-09-12 02:00:00,True,0.69,33.55080493129485,drift_detected_consecutive_1_threshold_0.690,9
47,2016-09-16 02:00:00,True,0.925,60.237805345591276,drift_detected_consecutive_1_threshold_0.925,10
51,2016-09-20 02:00:00,True,1.0,110.23650065906318,drift_detected_consecutive_1_threshold_1.000,11
55,2016-09-24 02:00:00,True,1.0,90.83227226939727,drift_detected_consecutive_1_threshold_1.000,12
59,2016-09-28 02:00:00,True,1.0,62.698,drift_detected_consecutive_1_threshold_1.000,13
63,2016-10-02 02:00:00,True,0.75,37.701,drift_detected_consecutive_1_threshold_0.750,14
67,2016-10-06 02:00:00,True,0.75,31.464,drift_detected_consecutive_1_threshold_0.750,15
71,2016-10-10 02:00:00,True,0.5569444444444445,21.980999999999998,drift_detected_consecutive_1_threshold_0.557,16
75,2016-10-14 02:00:00,True,0.5569444444444445,1.5450833333333334,drift_detected_consecutive_1_threshold_0.557,17
79,2016-10-18 02:00:00,True,0.5569444444444445,0.3166666666666667,drift_detected_consecutive_1_threshold_0.557,18
83,2016-10-22 02:00:00,True,0.5569444444444445,0.032,drift_detected_consecutive_1_threshold_0.557,19
87,2016-10-26 02:00:00,True,0.5569444444444445,0.0,drift_detected_consecutive_1_threshold_0.557,20
91,2016-10-30 02:00:00,True,0.5569444444444445,0.0,drift_detected_consecutive_1_threshold_0.557,21
95,2016-11-03 02:00:00,True,0.5569444444444445,0.0,drift_detected_consecutive_1_threshold_0.557,22
99,2016-11-07 02:00:00,True,0.5405555555555556,8.625,drift_detected_consecutive_1_threshold_0.541,23
103,2016-11-11 02:00:00,True,0.5405555555555556,63.347,drift_detected_consecutive_1_threshold_0.541,24
107,2016-11-15 02:00:00,True,0.5555555555555556,29.90432470361023,drift_detected_consecutive_1_threshold_0.556,25
111,2016-11-19 02:00:00,True,0.5569444444444445,23.160834797130736,drift_detected_consecutive_1_threshold_0.557,26
115,2016-11-23 02:00:00,True,0.5569444444444445,26.99600053294884,drift_detected_consecutive_1_threshold_0.557,27
119,2016-11-27 02:00:00,True,0.5555555555555556,23.998260365227765,drift_detected_consecutive_1_threshold_0.556,28
123,2016-12-01 02:00:00,True,0.5555555555555556,28.838025827107934,drift_detected_consecutive_1_threshold_0.556,29
127,2016-12-05 02:00:00,True,0.5505555555555556,25.13396405466119,drift_detected_consecutive_1_threshold_0.551,30
160,2017-01-07 02:00:00,True,0.515,147.23412471905039,drift_detected_consecutive_1_threshold_0.515,31
164,2017-01-11 02:00:00,True,0.605,127.69139037193546,drift_detected_consecutive_1_threshold_0.605,32
168,2017-01-15 02:00:00,True,0.845,82.06434027466081,drift_detected_consecutive_1_threshold_0.845,33
172,2017-01-19 02:00:00,True,0.82,97.09730926063726,drift_detected_consecutive_1_threshold_0.820,34
176,2017-01-23 02:00:00,True,0.755,79.48443147434003,drift_detected_consecutive_1_threshold_0.755,35
180,2017-01-27 02:00:00,True,0.665,84.06232753534341,drift_detected_consecutive_1_threshold_0.665,36
184,2017-01-31 02:00:00,True,0.735,49.59938098179024,drift_detected_consecutive_1_threshold_0.735,37
188,2017-02-04 02:00:00,True,0.51,72.23114620006325,drift_detected_consecutive_1_threshold_0.510,38
192,2017-02-08 02:00:00,True,0.5244444444444445,97.65873595197377,drift_detected_consecutive_1_threshold_0.524,39
196,2017-02-12 02:00:00,True,0.695,34.82114427102785,drift_detected_consecutive_1_threshold_0.695,40
200,2017-02-16 02:00:00,True,0.605,54.400458556783484,drift_detected_consecutive_1_threshold_0.605,41
204,2017-02-20 02:00:00,True,0.5141666666666667,64.3644659230186,drift_detected_consecutive_1_threshold_0.514,42
208,2017-02-24 02:00:00,True,0.5205555555555555,74.43175733696924,drift_detected_consecutive_1_threshold_0.521,43
212,2017-02-28 02:00:00,True,0.5219444444444444,68.00967609491764,drift_detected_consecutive_1_threshold_0.522,44
216,2017-03-04 02:00:00,True,0.5291666666666667,68.91921893082143,drift_detected_consecutive_1_threshold_0.529,45
220,2017-03-08 02:00:00,True,0.5291666666666667,42.3570828863793,drift_detected_consecutive_1_threshold_0.529,46
224,2017-03-12 02:00:00,True,0.5141666666666667,40.56846886282593,drift_detected_consecutive_1_threshold_0.514,47
