timestamp,step,entity_id,drift_detected,drift_score,detector,retrain_triggered,retrain_reason
1992-12-29,0,wti,True,1.1338021683814765,residual,False,cooldown_period
1993-08-31,1,wti,True,13.369813575919325,residual,False,cooldown_period
2004-05-17,17,wti,True,0.9417029303187461,residual,False,no_drift_consecutive_0/2
2005-01-19,18,wti,True,2.028634859053238,residual,False,no_drift_consecutive_0/2
2005-09-19,19,wti,True,1.8349113699525266,residual,False,no_drift_consecutive_0/2
2007-09-24,22,wti,True,0.8380264586115564,residual,False,no_drift_consecutive_0/2
2008-05-23,23,wti,True,0.9319069490522888,residual,False,no_drift_consecutive_0/2
2009-01-23,24,wti,True,2.04577190204776,residual,False,no_drift_consecutive_0/2
2009-09-23,25,wti,True,1.5100608674297202,residual,False,no_drift_consecutive_0/2
2011-01-24,27,wti,True,0.9894557900893614,residual,False,no_drift_consecutive_0/2
2015-01-23,33,wti,True,0.6774148302882216,residual,False,no_drift_consecutive_0/2
2015-09-23,34,wti,True,2.194737565053819,residual,False,no_drift_consecutive_0/2
2017-09-25,37,wti,True,0.9456668900622288,residual,False,no_drift_consecutive_0/2
2018-05-25,38,wti,True,1.7205386003914527,residual,False,no_drift_consecutive_0/2
2019-01-30,39,wti,True,0.8721136261945011,residual,False,no_drift_consecutive_0/2
2019-10-01,40,wti,True,0.7163363457331017,residual,False,no_drift_consecutive_0/2
2020-06-03,41,wti,True,0.7681711855837117,residual,False,no_drift_consecutive_0/2
2021-02-03,42,wti,True,2.4322482869430377,residual,False,no_drift_consecutive_0/2
2021-10-04,43,wti,True,1.1645192724580773,residual,False,no_drift_consecutive_0/2
