step,timestamp,drift_detected,drift_score,error,reason,total_retrains
3,1994-12-30,True,1.0,24.05772245775188,drift_detected_consecutive_1_threshold_1.000,0
7,1997-08-28,True,1.0,23.150374050811045,drift_detected_consecutive_1_threshold_1.000,1
11,2000-05-04,True,1.0,16.43249264562271,drift_detected_consecutive_1_threshold_1.000,2
15,2003-01-10,True,1.0,7.608402820706056,drift_detected_consecutive_1_threshold_1.000,3
22,2007-09-24,True,0.9513888888888888,19.142435230574506,drift_detected_consecutive_1_threshold_0.951,4
26,2010-05-25,True,1.0,32.637152884285115,drift_detected_consecutive_1_threshold_1.000,5
30,2013-01-23,True,1.0,41.660062963973154,drift_detected_consecutive_1_threshold_1.000,6
34,2015-09-23,True,1.0,71.54027675148885,drift_detected_consecutive_1_threshold_1.000,7
38,2018-05-25,True,1.0,86.88298315617021,drift_detected_consecutive_1_threshold_1.000,8
42,2021-02-03,True,1.0,62.52071040052856,drift_detected_consecutive_1_threshold_1.000,9
