step,timestamp,drift_detected,drift_score,error,reason,total_retrains
7,2016-08-07 02:00:00,True,0.545,120.0594120864724,drift_detected_consecutive_1_threshold_0.545,0
11,2016-08-11 02:00:00,True,0.705,73.64008016019636,drift_detected_consecutive_1_threshold_0.705,1
15,2016-08-15 02:00:00,True,0.5569444444444445,44.59449552498879,drift_detected_consecutive_1_threshold_0.557,2
19,2016-08-19 02:00:00,True,0.565,40.20074642597372,drift_detected_consecutive_1_threshold_0.565,3
23,2016-08-23 02:00:00,True,0.62,37.931702611862136,drift_detected_consecutive_1_threshold_0.620,4
27,2016-08-27 02:00:00,True,0.59,44.15119079369754,drift_detected_consecutive_1_threshold_0.590,5
31,2016-08-31 02:00:00,True,0.73,35.26732722535261,drift_detected_consecutive_1_threshold_0.730,6
35,2016-09-04 02:00:00,True,0.865,40.763919705063856,drift_detected_consecutive_1_threshold_0.865,7
39,2016-09-08 02:00:00,True,0.94,56.58327851157719,drift_detected_consecutive_1_threshold_0.940,8
43,2016-09-12 02:00:00,True,0.96,86.37979317626187,drift_detected_consecutive_1_threshold_0.960,9
47,2016-09-16 02:00:00,True,1.0,111.45619913390706,drift_detected_consecutive_1_threshold_1.000,10
51,2016-09-20 02:00:00,True,1.0,115.71478798468301,drift_detected_consecutive_1_threshold_1.000,11
55,2016-09-24 02:00:00,True,1.0,106.99130481641956,drift_detected_consecutive_1_threshold_1.000,12
59,2016-09-28 02:00:00,True,1.0,57.88463398657641,drift_detected_consecutive_1_threshold_1.000,13
63,2016-10-02 02:00:00,True,1.0,40.791858579183646,drift_detected_consecutive_1_threshold_1.000,14
67,2016-10-06 02:00:00,True,0.5569444444444445,27.164501698237977,drift_detected_consecutive_1_threshold_0.557,15
71,2016-10-10 02:00:00,True,0.5569444444444445,8.075334693806436,drift_detected_consecutive_1_threshold_0.557,16
75,2016-10-14 02:00:00,True,0.5569444444444445,1.9541305417034303,drift_detected_consecutive_1_threshold_0.557,17
79,2016-10-18 02:00:00,True,0.5569444444444445,0.5888495731608362,drift_detected_consecutive_1_threshold_0.557,18
83,2016-10-22 02:00:00,True,0.5569444444444445,0.13489573603455057,drift_detected_consecutive_1_threshold_0.557,19
87,2016-10-26 02:00:00,True,0.5569444444444445,0.0,drift_detected_consecutive_1_threshold_0.557,20
91,2016-10-30 02:00:00,True,0.5569444444444445,0.0,drift_detected_consecutive_1_threshold_0.557,21
95,2016-11-03 02:00:00,True,0.5569444444444445,0.0,drift_detected_consecutive_1_threshold_0.557,22
99,2016-11-07 02:00:00,True,0.5405555555555556,8.625,drift_detected_consecutive_1_threshold_0.541,23
109,2016-11-17 02:00:00,True,0.53,212.85012635259403,drift_detected_consecutive_1_threshold_0.530,24
113,2016-11-21 02:00:00,True,0.615,88.76745703048364,drift_detected_consecutive_1_threshold_0.615,25
117,2016-11-25 02:00:00,True,0.67,24.09316374441829,drift_detected_consecutive_1_threshold_0.670,26
121,2016-11-29 02:00:00,True,0.5555555555555556,30.510934889425755,drift_detected_consecutive_1_threshold_0.556,27
125,2016-12-03 02:00:00,True,0.5555555555555556,31.739252494424782,drift_detected_consecutive_1_threshold_0.556,28
157,2017-01-04 02:00:00,True,0.525,144.61317917066586,drift_detected_consecutive_1_threshold_0.525,29
2311,2017-01-26 02:00:00,True,0.5033333333333333,502.556238646939,drift_detected_consecutive_1_threshold_0.503,30
2316,2017-01-31 02:00:00,True,0.6,207.24593215699343,drift_detected_consecutive_1_threshold_0.600,31
2320,2017-02-04 02:00:00,True,0.995,117.32891121546376,drift_detected_consecutive_1_threshold_0.995,32
2324,2017-02-08 02:00:00,True,0.995,160.4371187933158,drift_detected_consecutive_1_threshold_0.995,33
2328,2017-02-12 02:00:00,True,1.0,191.96728484690536,drift_detected_consecutive_1_threshold_1.000,34
2332,2017-02-16 02:00:00,True,1.0,217.12084615056074,drift_detected_consecutive_1_threshold_1.000,35
2336,2017-02-20 02:00:00,True,1.0,181.15987966906317,drift_detected_consecutive_1_threshold_1.000,36
2340,2017-02-24 02:00:00,True,1.0,186.90270829790515,drift_detected_consecutive_1_threshold_1.000,37
2344,2017-02-28 02:00:00,True,1.0,267.4091519247297,drift_detected_consecutive_1_threshold_1.000,38
2348,2017-03-04 02:00:00,True,1.0,298.2089278154758,drift_detected_consecutive_1_threshold_1.000,39
2352,2017-03-08 02:00:00,True,1.0,253.12458063881454,drift_detected_consecutive_1_threshold_1.000,40
2356,2017-03-12 02:00:00,True,1.0,226.28789492709006,drift_detected_consecutive_1_threshold_1.000,41
2360,2017-03-16 02:00:00,True,1.0,176.90223723559407,drift_detected_consecutive_1_threshold_1.000,42
2364,2017-03-20 02:00:00,True,0.87,97.40534637394083,drift_detected_consecutive_1_threshold_0.870,43
2368,2017-03-24 02:00:00,True,0.5519444444444445,65.64879585065935,drift_detected_consecutive_1_threshold_0.552,44
2372,2017-03-28 02:00:00,True,0.5455555555555556,64.4493134342342,drift_detected_consecutive_1_threshold_0.546,45
2376,2017-04-01 02:00:00,True,0.5141666666666667,89.34901298518305,drift_detected_consecutive_1_threshold_0.514,46
2380,2017-04-05 02:00:00,True,0.5191666666666667,64.67591112331807,drift_detected_consecutive_1_threshold_0.519,47
2384,2017-04-09 02:00:00,True,0.5344444444444445,81.88522447904865,drift_detected_consecutive_1_threshold_0.534,48
2388,2017-04-13 02:00:00,True,0.5294444444444445,102.45298938165328,drift_detected_consecutive_1_threshold_0.529,49
2392,2017-04-17 02:00:00,True,0.5455555555555556,68.06755021071106,drift_detected_consecutive_1_threshold_0.546,50
2396,2017-04-21 02:00:00,True,0.87,66.32940894248173,drift_detected_consecutive_1_threshold_0.870,51
2400,2017-04-25 02:00:00,True,0.825,61.61600974773205,drift_detected_consecutive_1_threshold_0.825,52
2436,2017-05-31 02:00:00,True,0.5013888888888889,99.26690259739219,drift_detected_consecutive_1_threshold_0.501,53
2440,2017-06-04 02:00:00,True,0.5294444444444445,80.68658522818819,drift_detected_consecutive_1_threshold_0.529,54
2444,2017-06-08 02:00:00,True,0.5444444444444444,93.24689188809947,drift_detected_consecutive_1_threshold_0.544,55
2448,2017-06-12 02:00:00,True,0.63,73.49125301179454,drift_detected_consecutive_1_threshold_0.630,56
2452,2017-06-16 02:00:00,True,0.5394444444444444,80.87524499294167,drift_detected_consecutive_1_threshold_0.539,57
2456,2017-06-20 02:00:00,True,0.5316666666666666,104.11775474381713,drift_detected_consecutive_1_threshold_0.532,58
2480,2017-07-14 02:00:00,True,0.5094444444444445,93.47141095485277,drift_detected_consecutive_1_threshold_0.509,59
2484,2017-07-18 02:00:00,True,0.5491666666666667,70.82811970295435,drift_detected_consecutive_1_threshold_0.549,60
2488,2017-07-22 02:00:00,True,0.5541666666666667,42.033544977362915,drift_detected_consecutive_1_threshold_0.554,61
2492,2017-07-26 02:00:00,True,0.5505555555555556,47.32190678992343,drift_detected_consecutive_1_threshold_0.551,62
2496,2017-07-30 02:00:00,True,0.5505555555555556,53.528365484804134,drift_detected_consecutive_1_threshold_0.551,63
