timestamp,step,entity_id,drift_detected,drift_score,detector,retrain_triggered,retrain_reason
1993-01-05,0,brent,True,1.1023803567545836,residual,False,cooldown_period
1993-09-06,1,brent,True,15.558555582522105,residual,False,cooldown_period
1994-05-06,2,brent,True,0.7573472218553585,residual,False,no_drift_consecutive_0/2
1995-01-04,3,brent,True,1.0272479145688889,residual,False,no_drift_consecutive_0/2
1996-05-01,5,brent,True,2.0154224652229518,residual,False,no_drift_consecutive_0/2
1997-09-04,7,brent,True,1.4495730353651801,residual,False,no_drift_consecutive_0/2
1998-05-07,8,brent,True,4.0174803408451005,residual,False,no_drift_consecutive_0/2
1999-09-07,10,brent,True,2.6986420633089865,residual,False,no_drift_consecutive_0/2
2000-05-10,11,brent,True,2.1639543400260983,residual,False,no_drift_consecutive_0/2
2001-01-05,12,brent,True,0.9588951411517228,residual,False,no_drift_consecutive_0/2
2001-08-30,13,brent,True,1.639043632884621,residual,False,no_drift_consecutive_0/2
2002-04-26,14,brent,True,1.773804363570675,residual,False,no_drift_consecutive_0/2
2002-12-23,15,brent,True,1.1884858965471718,residual,False,no_drift_consecutive_0/2
2003-08-19,16,brent,True,0.5509177875661982,residual,False,no_drift_consecutive_0/2
2004-04-14,17,brent,True,2.712919589310603,residual,False,no_drift_consecutive_0/2
2004-12-06,18,brent,True,1.6089552367693276,residual,False,no_drift_consecutive_0/2
2005-08-01,19,brent,True,2.2667112323448393,residual,False,no_drift_consecutive_0/2
2006-03-27,20,brent,True,1.3190753066366923,residual,False,no_drift_consecutive_0/2
2007-07-25,22,brent,True,1.753779425781489,residual,False,no_drift_consecutive_0/2
2008-03-27,23,brent,True,1.4746889305832638,residual,False,no_drift_consecutive_0/2
2008-11-21,24,brent,True,4.07774686528223,residual,False,no_drift_consecutive_0/2
2009-07-27,25,brent,True,2.8797947199853398,residual,False,no_drift_consecutive_0/2
2010-03-26,26,brent,True,1.2891216825366487,residual,False,no_drift_consecutive_0/2
2010-11-23,27,brent,True,3.2107344768375192,residual,False,no_drift_consecutive_0/2
2011-07-28,28,brent,True,0.5819653632940522,residual,False,no_drift_consecutive_0/2
2012-03-30,29,brent,True,0.5855836693645317,residual,False,no_drift_consecutive_0/2
2014-12-01,33,brent,True,1.3721789288122848,residual,False,no_drift_consecutive_0/2
2015-07-30,34,brent,True,3.079925331286768,residual,False,no_drift_consecutive_0/2
2016-03-29,35,brent,True,1.4667402452916132,residual,False,no_drift_consecutive_0/2
2016-11-21,36,brent,True,1.6912055673067932,residual,False,no_drift_consecutive_0/2
2017-07-19,37,brent,True,1.496400807904718,residual,False,no_drift_consecutive_0/2
2018-03-15,38,brent,True,2.5286331242369915,residual,False,no_drift_consecutive_0/2
2018-11-12,39,brent,True,1.938249794665408,residual,False,no_drift_consecutive_0/2
2019-07-15,40,brent,True,0.7012315835308244,residual,False,no_drift_consecutive_0/2
2020-03-09,41,brent,True,3.6275320086265497,residual,False,no_drift_consecutive_0/2
2020-11-05,42,brent,True,2.6101827472985137,residual,False,no_drift_consecutive_0/2
2021-07-07,43,brent,True,2.0729481696015157,residual,False,no_drift_consecutive_0/2
