step,timestamp,drift_detected,drift_score,error,reason,total_retrains
33,2016-09-02 02:00:00,True,0.5191666666666667,52.43858373357907,drift_detected_consecutive_1_threshold_0.519,0
37,2016-09-06 02:00:00,True,0.5191666666666667,59.547988508787725,drift_detected_consecutive_1_threshold_0.519,1
41,2016-09-10 02:00:00,True,0.5555555555555556,25.608832762582143,drift_detected_consecutive_1_threshold_0.556,2
45,2016-09-14 02:00:00,True,0.655,26.61705624698389,drift_detected_consecutive_1_threshold_0.655,3
49,2016-09-18 02:00:00,True,0.655,28.644363794465356,drift_detected_consecutive_1_threshold_0.655,4
53,2016-09-22 02:00:00,True,0.66,20.234996667005007,drift_detected_consecutive_1_threshold_0.660,5
57,2016-09-26 02:00:00,True,0.715,1.6844180538579832,drift_detected_consecutive_1_threshold_0.715,6
61,2016-09-30 02:00:00,True,0.7,0.6010061758436906,drift_detected_consecutive_1_threshold_0.700,7
65,2016-10-04 02:00:00,True,0.7,5.705812070666006,drift_detected_consecutive_1_threshold_0.700,8
69,2016-10-08 02:00:00,True,0.58,3.983865962920306,drift_detected_consecutive_1_threshold_0.580,9
73,2016-10-12 02:00:00,True,0.5569444444444445,0.19894498704707067,drift_detected_consecutive_1_threshold_0.557,10
77,2016-10-16 02:00:00,True,0.5569444444444445,0.32493033366918933,drift_detected_consecutive_1_threshold_0.557,11
81,2016-10-20 02:00:00,True,0.5569444444444445,0.03194048011950858,drift_detected_consecutive_1_threshold_0.557,12
85,2016-10-24 02:00:00,True,0.5569444444444445,0.0,drift_detected_consecutive_1_threshold_0.557,13
89,2016-10-28 02:00:00,True,0.5569444444444445,0.0,drift_detected_consecutive_1_threshold_0.557,14
93,2016-11-01 02:00:00,True,0.5569444444444445,0.0,drift_detected_consecutive_1_threshold_0.557,15
97,2016-11-05 02:00:00,True,0.5569444444444445,0.0,drift_detected_consecutive_1_threshold_0.557,16
101,2016-11-09 02:00:00,True,0.5316666666666666,44.483333333333334,drift_detected_consecutive_1_threshold_0.532,17
105,2016-11-13 02:00:00,True,0.5316666666666666,49.788514580438424,drift_detected_consecutive_1_threshold_0.532,18
109,2016-11-17 02:00:00,True,0.5569444444444445,21.406767039384068,drift_detected_consecutive_1_threshold_0.557,19
113,2016-11-21 02:00:00,True,0.5569444444444445,19.281721890747388,drift_detected_consecutive_1_threshold_0.557,20
117,2016-11-25 02:00:00,True,0.5569444444444445,17.901275406447393,drift_detected_consecutive_1_threshold_0.557,21
