timestamp,step,entity_id,drift_detected,drift_score,detector,retrain_triggered,retrain_reason
1993-01-05,0,brent,True,1.1090961007699536,residual,True,initial_training
1993-09-06,1,brent,True,13.491495745300742,residual,False,no_retraining_policy
1998-05-07,8,brent,True,0.6024973183408324,residual,False,no_retraining_policy
1999-01-05,9,brent,True,0.864989935879332,residual,False,no_retraining_policy
1999-09-07,10,brent,True,1.3254176039820458,residual,False,no_retraining_policy
2004-04-14,17,brent,True,0.6578751618570605,residual,False,no_retraining_policy
2004-12-06,18,brent,True,1.6299723773767238,residual,False,no_retraining_policy
2005-08-01,19,brent,True,2.9431004498785933,residual,False,no_retraining_policy
2006-03-27,20,brent,True,1.4793742450591825,residual,False,no_retraining_policy
2006-11-20,21,brent,True,0.5029888737705591,residual,False,no_retraining_policy
2007-07-25,22,brent,True,2.8230650593752613,residual,False,no_retraining_policy
2008-03-27,23,brent,True,1.0570210826649173,residual,False,no_retraining_policy
2008-11-21,24,brent,True,3.0508639868136886,residual,False,no_retraining_policy
2009-07-27,25,brent,True,3.124921511371083,residual,False,no_retraining_policy
2010-03-26,26,brent,True,1.1741518386677765,residual,False,no_retraining_policy
2010-11-23,27,brent,True,3.356166690482297,residual,False,no_retraining_policy
2011-07-28,28,brent,True,0.5872082129201299,residual,False,no_retraining_policy
2012-03-30,29,brent,True,0.554035278861989,residual,False,no_retraining_policy
2014-12-01,33,brent,True,1.3600491920636482,residual,False,no_retraining_policy
2015-07-30,34,brent,True,3.1464452593580474,residual,False,no_retraining_policy
2016-03-29,35,brent,True,1.4680374316107598,residual,False,no_retraining_policy
2016-11-21,36,brent,True,1.7975012969392052,residual,False,no_retraining_policy
2017-07-19,37,brent,True,1.4974301246747859,residual,False,no_retraining_policy
2018-03-15,38,brent,True,2.5945759825007753,residual,False,no_retraining_policy
2018-11-12,39,brent,True,1.8946306604641276,residual,False,no_retraining_policy
2019-07-15,40,brent,True,0.6458941852322401,residual,False,no_retraining_policy
2020-03-09,41,brent,True,5.343960472953496,residual,False,no_retraining_policy
2020-11-05,42,brent,True,2.8215532569443433,residual,False,no_retraining_policy
2021-07-07,43,brent,True,2.151114101468653,residual,False,no_retraining_policy
